"wikidata_uri","label","birth_year","gender","label","geo_coordinates","wikidata_uri"
http://www.wikidata.org/entity/Q131424754,Guido Buggelli,1885,male,Cremona,POINT(10.024722 45.133333),http://www.wikidata.org/entity/Q6231
http://www.wikidata.org/entity/Q131463907,Sara Castrejón,1888,female,Teloloapan Municipality,POINT(-99.871389 18.334722),http://www.wikidata.org/entity/Q6140838
http://www.wikidata.org/entity/Q131562224,Henri Dufour,1874,male,"20th arrondissement of Paris",POINT(2.399050 48.865061),http://www.wikidata.org/entity/Q210720
http://www.wikidata.org/entity/Q131673338,Doron Kadosh,2000,male,Ma'alot-Tarshiha,POINT(35.270833 33.016667),http://www.wikidata.org/entity/Q152385
http://www.wikidata.org/entity/Q1319817,Neil Davis,1934,male,Hobart,POINT(147.316667 -42.883333),http://www.wikidata.org/entity/Q40191
http://www.wikidata.org/entity/Q1324581,Wilfred Burchett,1911,male,Melbourne,POINT(144.963056 -37.814167),http://www.wikidata.org/entity/Q3141
http://www.wikidata.org/entity/Q133253582,Nicolae Pojoga,1950,male,Ciuciuleni,POINT(28.413333 47.021667),http://www.wikidata.org/entity/Q2628906
http://www.wikidata.org/entity/Q133277817,Karolina Pajączkowska,1991,female,Radomsko,POINT(19.450000 51.066667),http://www.wikidata.org/entity/Q158796
http://www.wikidata.org/entity/Q133278033,Григорюк Денис Игоревич,1991,male,Donetsk,POINT(37.802778 48.015833),http://www.wikidata.org/entity/Q43070
http://www.wikidata.org/entity/Q133288915,کوروش ابوطالب امام,1954,"",Tehran,POINT(51.389722 35.688889),http://www.wikidata.org/entity/Q3616
http://www.wikidata.org/entity/Q133572148,Раковский Григорий Николаевич,1889,male,Mogilev,POINT(30.342960 53.908940),http://www.wikidata.org/entity/Q154835
http://www.wikidata.org/entity/Q133653,Lara Logan,1971,female,Durban,POINT(31.025000 -29.858333),http://www.wikidata.org/entity/Q5468
http://www.wikidata.org/entity/Q1340595,James Aldridge,1918,male,White Hills,POINT(144.300000 -36.733300),http://www.wikidata.org/entity/Q7994799
http://www.wikidata.org/entity/Q1348644,Larry Burrows,1926,male,London,POINT(-0.127500 51.507222),http://www.wikidata.org/entity/Q84
http://www.wikidata.org/entity/Q1348650,James Robertson,1813,male,Middlesex,POINT(-0.416667 51.500000),http://www.wikidata.org/entity/Q19186
http://www.wikidata.org/entity/Q134883271,Morton A. Miller,1914,"",Brooklyn,POINT(-73.949722 40.650833),http://www.wikidata.org/entity/Q18419
http://www.wikidata.org/entity/Q135035388,Alice Cantacuzino,1899,female,Bucharest,POINT(26.097778 44.413361),http://www.wikidata.org/entity/Q19660
http://www.wikidata.org/entity/Q135110495,Francisco Hernández Mir,1871,male,Madrid Province,POINT(-3.724331 40.398753),http://www.wikidata.org/entity/Q24004405
http://www.wikidata.org/entity/Q135270950,Sergey Auslander,1972,male,Khabarovsk,POINT(135.066667 48.483333),http://www.wikidata.org/entity/Q4454
http://www.wikidata.org/entity/Q135493752,Henry Douglas Brass,1910,male,Invercargill,POINT(168.362000 -46.429000),http://www.wikidata.org/entity/Q31805
http://www.wikidata.org/entity/Q13560405,Homer Bigart,1907,male,Hawley,POINT(-75.179200 41.478300),http://www.wikidata.org/entity/Q1182057
http://www.wikidata.org/entity/Q13560889,Lynsey Addario,1973,female,Norwalk,POINT(-73.419722 41.093889),http://www.wikidata.org/entity/Q54217
http://www.wikidata.org/entity/Q13562982,Rheta Childe Dorr,1866,female,Omaha,POINT(-95.937500 41.258611),http://www.wikidata.org/entity/Q43199
http://www.wikidata.org/entity/Q135675940,Небојша Јеврић,1959,"",Bijelo Polje,POINT(19.745556 43.029167),http://www.wikidata.org/entity/Q207470
http://www.wikidata.org/entity/Q135760626,Николай Григорьевич Михайловский,1911,male,Zhmerynka,POINT(28.099167 49.042500),http://www.wikidata.org/entity/Q956117
http://www.wikidata.org/entity/Q136008850,Oskar Tartaglia,1887,male,Split,POINT(16.440000 43.510000),http://www.wikidata.org/entity/Q1663
http://www.wikidata.org/entity/Q136213693,Alberts Jekste,1908,male,Liepāja,POINT(21.011111 56.508333),http://www.wikidata.org/entity/Q167668
http://www.wikidata.org/entity/Q136309765,Charles Moïse Bétant,1836,male,Geneva,POINT(6.150000 46.200000),http://www.wikidata.org/entity/Q71
http://www.wikidata.org/entity/Q1363814,Maurice Baring,1874,male,London,POINT(-0.127500 51.507222),http://www.wikidata.org/entity/Q84
http://www.wikidata.org/entity/Q136386664,Акульшин Дмитрий Филиппович,1911,male,Donetsk,POINT(37.802778 48.015833),http://www.wikidata.org/entity/Q43070
http://www.wikidata.org/entity/Q136631472,Andrejs Spekke,1915,male,Moscow,POINT(37.617500 55.750556),http://www.wikidata.org/entity/Q649
http://www.wikidata.org/entity/Q136805151,Frank A. Healy,1920,male,Toronto,POINT(-79.386667 43.670278),http://www.wikidata.org/entity/Q172
http://www.wikidata.org/entity/Q1371063,Timothy H. O'Sullivan,1840,male,Ireland,POINT(-8.000000 53.000000),http://www.wikidata.org/entity/Q27
http://www.wikidata.org/entity/Q137114581,Kōstas Misaēlidēs,1883,male,İzmit,POINT(29.949784 40.771882),http://www.wikidata.org/entity/Q129649
http://www.wikidata.org/entity/Q1373218,Eugeni Xammar,1888,male,Barcelona,POINT(2.176944 41.382500),http://www.wikidata.org/entity/Q1492
http://www.wikidata.org/entity/Q13735816,Jan Rudolf Hommes,1918,male,The Hague,POINT(4.310000 52.080000),http://www.wikidata.org/entity/Q36600
http://www.wikidata.org/entity/Q137532874,Александр Черных,1985,male,Tomsk,POINT(84.952222 56.488611),http://www.wikidata.org/entity/Q976
http://www.wikidata.org/entity/Q1375486,Ronald W. Clark,1916,male,London,POINT(-0.127500 51.507222),http://www.wikidata.org/entity/Q84
http://www.wikidata.org/entity/Q138480238,Георгий Медведев,1995,male,Makiivka,POINT(37.961111 48.055556),http://www.wikidata.org/entity/Q157134
http://www.wikidata.org/entity/Q138674465,Uri J. Nachimson,1947,male,Szczecin,POINT(14.555278 53.424722),http://www.wikidata.org/entity/Q393
http://www.wikidata.org/entity/Q138846,Andy Rooney,1919,male,Albany,POINT(-73.766667 42.650000),http://www.wikidata.org/entity/Q24861
http://www.wikidata.org/entity/Q1388736,Julius von Wickede,1819,male,Schwerin,POINT(11.415000 53.628889),http://www.wikidata.org/entity/Q1709
http://www.wikidata.org/entity/Q1392250,Robert W. Service,1874,male,Preston,POINT(-2.698056 53.759445),http://www.wikidata.org/entity/Q184090
http://www.wikidata.org/entity/Q139545676,Russell Hill,1918,"",New York City,POINT(-74.006111 40.712778),http://www.wikidata.org/entity/Q60
http://www.wikidata.org/entity/Q1398619,Karl Henry von Wiegand,1874,male,Alsace,POINT(7.500000 48.500000),http://www.wikidata.org/entity/Q1142
http://www.wikidata.org/entity/Q1400992,Patrick Chauvel,1949,male,"16th arrondissement of Paris",POINT(2.276489 48.863611),http://www.wikidata.org/entity/Q194420
http://www.wikidata.org/entity/Q142025,Peter Arnett,1934,male,Riverton / Aparima,POINT(168.016667 -46.350000),http://www.wikidata.org/entity/Q152152
http://www.wikidata.org/entity/Q1452890,Frederick Gutekunst,1831,male,Germantown,POINT(-75.181944 40.043611),http://www.wikidata.org/entity/Q279890
http://www.wikidata.org/entity/Q14588770,Harry C. Butcher,1901,male,Iowa,POINT(-93.000000 42.000000),http://www.wikidata.org/entity/Q1546
http://www.wikidata.org/entity/Q1483880,William Vandivert,1912,male,Evanston,POINT(-87.685000 42.047222),http://www.wikidata.org/entity/Q462799
http://www.wikidata.org/entity/Q15068490,Grigory Katz,1907,male,Rostov-on-Don,POINT(39.710000 47.222500),http://www.wikidata.org/entity/Q908
http://www.wikidata.org/entity/Q15071250,Viktor Litovkin,1945,male,Troianiv,POINT(28.523055 50.113333),http://www.wikidata.org/entity/Q4464054
http://www.wikidata.org/entity/Q1508257,George Silk,1916,male,Levin,POINT(175.275000 -40.633330),http://www.wikidata.org/entity/Q1821910
http://www.wikidata.org/entity/Q15127495,Ghislaine Dupont,1956,female,"20th arrondissement of Paris",POINT(2.399050 48.865061),http://www.wikidata.org/entity/Q210720
http://www.wikidata.org/entity/Q15149827,John Dominis,1921,male,Los Angeles,POINT(-118.243680 34.052230),http://www.wikidata.org/entity/Q65
http://www.wikidata.org/entity/Q1523446,Alexander Yashin,1913,male,Bludnovo,POINT(45.553611 59.397222),http://www.wikidata.org/entity/Q13663846
http://www.wikidata.org/entity/Q152524,Robert Capa,1913,male,Budapest,POINT(19.040833 47.498333),http://www.wikidata.org/entity/Q1781
http://www.wikidata.org/entity/Q15259407,Rahul Pandita,1976,male,Jammu and Kashmir,POINT(76.500000 34.000000),http://www.wikidata.org/entity/Q1180
http://www.wikidata.org/entity/Q153700,Oriana Fallaci,1929,female,Florence,POINT(11.254167 43.771389),http://www.wikidata.org/entity/Q2044
http://www.wikidata.org/entity/Q15431075,John L. Gihon,1839,male,United States,POINT(-98.579500 39.828175),http://www.wikidata.org/entity/Q30
http://www.wikidata.org/entity/Q15486525,Joseph McKeown,1925,male,London,POINT(-0.127500 51.507222),http://www.wikidata.org/entity/Q84
http://www.wikidata.org/entity/Q15489360,J. C. Furnas,1905,male,Indianapolis,POINT(-86.158056 39.768611),http://www.wikidata.org/entity/Q6346
http://www.wikidata.org/entity/Q155106,Arturo Pérez-Reverte,1951,male,Cartagena,POINT(-0.984167 37.601944),http://www.wikidata.org/entity/Q162615
http://www.wikidata.org/entity/Q15603100,Juan Guzmán,1911,male,Cologne,POINT(6.957778 50.942222),http://www.wikidata.org/entity/Q365
http://www.wikidata.org/entity/Q1566535,Theodor Bumiller,1864,male,Landstuhl,POINT(7.572222 49.412222),http://www.wikidata.org/entity/Q22950
http://www.wikidata.org/entity/Q1567681,Dada Vujasinović,1964,female,Čapljina,POINT(17.700000 43.110000),http://www.wikidata.org/entity/Q337683
http://www.wikidata.org/entity/Q1576459,Hans Hubmann,1910,male,Freden,POINT(9.893611 51.927778),http://www.wikidata.org/entity/Q555597
http://www.wikidata.org/entity/Q15963314,Andrew Hilliard Atteridge,1852,male,Liverpool,POINT(-2.991667 53.407222),http://www.wikidata.org/entity/Q24826
http://www.wikidata.org/entity/Q15968007,William Beach Thomas,1868,male,Godmanchester,POINT(-0.172500 52.317600),http://www.wikidata.org/entity/Q1533868
http://www.wikidata.org/entity/Q15968900,Denis Warner,1917,male,New Norfolk,POINT(147.059444 -42.782778),http://www.wikidata.org/entity/Q1982848
http://www.wikidata.org/entity/Q15976304,Costică Acsinte,1897,male,Perieți,POINT(27.240833 44.565833),http://www.wikidata.org/entity/Q250253
http://www.wikidata.org/entity/Q15977771,Harry Wayland Randall,1915,male,Spokane,POINT(-117.423500 47.657195),http://www.wikidata.org/entity/Q187805
http://www.wikidata.org/entity/Q15997458,James W. Bagley,1881,male,Fayetteville,POINT(-86.571389 35.152778),http://www.wikidata.org/entity/Q588257
http://www.wikidata.org/entity/Q15998247,Leighton McLeod Hill,1907,male,Carterton,POINT(175.527500 -41.025000),http://www.wikidata.org/entity/Q1045948
http://www.wikidata.org/entity/Q16015140,Paul Fregosi,1922,male,Marseille,POINT(5.376389 43.296667),http://www.wikidata.org/entity/Q23482
http://www.wikidata.org/entity/Q160375,Antonia Rados,1953,female,Klagenfurt am Wörthersee,POINT(14.300000 46.616667),http://www.wikidata.org/entity/Q41753
http://www.wikidata.org/entity/Q1605885,Henri Huet,1927,male,Đà Lạt,POINT(108.437500 11.940000),http://www.wikidata.org/entity/Q25281
http://www.wikidata.org/entity/Q1607516,Archibald Forbes,1838,male,Cambridge,POINT(0.122500 52.208055),http://www.wikidata.org/entity/Q350
http://www.wikidata.org/entity/Q1609233,Herbert Volck,1894,male,Tartu,POINT(26.722500 58.380000),http://www.wikidata.org/entity/Q13972
http://www.wikidata.org/entity/Q1611099,Hermann Frass,1910,male,Bolzano,POINT(11.354780 46.498113),http://www.wikidata.org/entity/Q6526
http://www.wikidata.org/entity/Q16169382,Ruth Cowan Nash,1901,female,Salt Lake City,POINT(-111.883333 40.750000),http://www.wikidata.org/entity/Q23337
http://www.wikidata.org/entity/Q1619108,Alejandro Pérez Lugín,1870,male,Madrid,POINT(-3.703333 40.416944),http://www.wikidata.org/entity/Q2807
http://www.wikidata.org/entity/Q16204565,Louie Palu,1968,male,Toronto,POINT(-79.386667 43.670278),http://www.wikidata.org/entity/Q172
http://www.wikidata.org/entity/Q16214949,André Liohn,1974,male,Botucatu,POINT(-48.445000 -22.885833),http://www.wikidata.org/entity/Q1625598
http://www.wikidata.org/entity/Q16221423,Abedin Mahdavi,1981,male,Tehran,POINT(51.389722 35.688889),http://www.wikidata.org/entity/Q3616
http://www.wikidata.org/entity/Q16222982,Diego González Ragel,1893,male,Jerez de la Frontera,POINT(-6.116667 36.700000),http://www.wikidata.org/entity/Q12303
http://www.wikidata.org/entity/Q1642328,Edgar Amphlett,1867,male,Dorchester,POINT(-2.439722 50.710833),http://www.wikidata.org/entity/Q503331
http://www.wikidata.org/entity/Q16459192,Lionginas Baliukevičius,1925,male,Alytus,POINT(24.050000 54.400000),http://www.wikidata.org/entity/Q450625
http://www.wikidata.org/entity/Q16509496,Takis Würger,1985,male,Hohenhameln,POINT(10.066389 52.260000),http://www.wikidata.org/entity/Q569132
http://www.wikidata.org/entity/Q16635505,Georgiĭ Gaĭdovskiĭ,1902,male,Chornyi Ostriv,POINT(26.750000 49.500000),http://www.wikidata.org/entity/Q1973626
http://www.wikidata.org/entity/Q16654136,Maks Zinger,1899,male,Tambov,POINT(41.453889 52.723056),http://www.wikidata.org/entity/Q3544
http://www.wikidata.org/entity/Q16663578,Martine Laroche-Joubert,1947,female,Tartas,POINT(-0.808611 43.832500),http://www.wikidata.org/entity/Q1427129
http://www.wikidata.org/entity/Q16664912,Osip Kolychev,1904,male,Odesa,POINT(30.732620 46.477470),http://www.wikidata.org/entity/Q1874
http://www.wikidata.org/entity/Q16721278,Vladimir Shuf,1863,male,Moscow,POINT(37.617500 55.750556),http://www.wikidata.org/entity/Q649
http://www.wikidata.org/entity/Q1678898,Jakob Baechtold,1848,male,Schleitheim,POINT(8.485100 47.749300),http://www.wikidata.org/entity/Q69111
http://www.wikidata.org/entity/Q16832221,Jean Ross,1911,female,Alexandria,POINT(29.892500 31.197500),http://www.wikidata.org/entity/Q87
http://www.wikidata.org/entity/Q16873989,Camille Lepage,1988,female,Angers,POINT(-0.555555 47.472778),http://www.wikidata.org/entity/Q38380
http://www.wikidata.org/entity/Q16999575,Graham Phillips,1979,male,Nottingham,POINT(-1.149167 52.955000),http://www.wikidata.org/entity/Q41262
http://www.wikidata.org/entity/Q1704676,Josef Grabler,1899,male,Sarre-Union,POINT(7.088611 48.940833),http://www.wikidata.org/entity/Q21569
http://www.wikidata.org/entity/Q1708879,"José-María Siles, Sr",1951,male,Almería,POINT(-2.463889 36.841667),http://www.wikidata.org/entity/Q10400
http://www.wikidata.org/entity/Q1711704,Jules Gervais-Courtellemont,1863,male,Avon,POINT(2.725000 48.408889),http://www.wikidata.org/entity/Q791277
http://www.wikidata.org/entity/Q17190080,John Crichton,1917,male,Mumbai,POINT(72.877500 19.075833),http://www.wikidata.org/entity/Q1156
http://www.wikidata.org/entity/Q17338724,Andrea Rocchelli,1983,male,Pavia,POINT(9.155000 45.185281),http://www.wikidata.org/entity/Q6259
http://www.wikidata.org/entity/Q17383868,Howard Sochurek,1924,male,Milwaukee,POINT(-87.950000 43.050000),http://www.wikidata.org/entity/Q37836
http://www.wikidata.org/entity/Q17418894,Audrey Russell,1906,female,Dublin,POINT(-6.260278 53.349722),http://www.wikidata.org/entity/Q1761
http://www.wikidata.org/entity/Q17427808,Pyotr Severov,1910,male,Lysychansk,POINT(38.430556 48.916944),http://www.wikidata.org/entity/Q33280
http://www.wikidata.org/entity/Q17432488,Godfrey Talbot,1908,male,West Yorkshire,POINT(-1.666667 53.750000),http://www.wikidata.org/entity/Q23083
http://www.wikidata.org/entity/Q1743447,Kiril Christov,1875,male,Stara Zagora,POINT(25.634595 42.425668),http://www.wikidata.org/entity/Q170415
http://www.wikidata.org/entity/Q17478062,Ángela Graupera,1876,female,Barcelona,POINT(2.176944 41.382500),http://www.wikidata.org/entity/Q1492
http://www.wikidata.org/entity/Q17537054,Catherine Gavin,1907,female,Aberdeen,POINT(-2.100000 57.150000),http://www.wikidata.org/entity/Q36405
http://www.wikidata.org/entity/Q17613161,Andrey Stenin,1980,male,Pechora,POINT(57.219689 65.144154),http://www.wikidata.org/entity/Q179387
http://www.wikidata.org/entity/Q17626890,Huynh Thanh My,1938,male,Long An,POINT(106.166667 10.666667),http://www.wikidata.org/entity/Q26573
http://www.wikidata.org/entity/Q1782146,Konrad Kellen,1913,male,Berlin,POINT(13.383333 52.516667),http://www.wikidata.org/entity/Q64
http://www.wikidata.org/entity/Q17908455,Leonid Vilkomir,1912,male,Bukhara,POINT(64.428611 39.774722),http://www.wikidata.org/entity/Q5764
http://www.wikidata.org/entity/Q18004612,Aleksandr Kots,1978,male,Sakhalin Oblast,POINT(142.600000 50.550000),http://www.wikidata.org/entity/Q7797
http://www.wikidata.org/entity/Q18011880,Henry Bidou,1873,male,Givet,POINT(4.824167 50.138055),http://www.wikidata.org/entity/Q241940
http://www.wikidata.org/entity/Q18021514,Julian Reichelt,1980,male,Hamburg,POINT(10.000000 53.550000),http://www.wikidata.org/entity/Q1055
http://www.wikidata.org/entity/Q18057549,Edwin Emerson Jr.,1869,male,Dresden,POINT(13.738144 51.049329),http://www.wikidata.org/entity/Q1731
http://www.wikidata.org/entity/Q18164304,Dezső Révai,1903,male,Budapest,POINT(19.040833 47.498333),http://www.wikidata.org/entity/Q1781
http://www.wikidata.org/entity/Q18191075,Andrew Borowiec,1928,male,New York City,POINT(-74.006111 40.712778),http://www.wikidata.org/entity/Q60
http://www.wikidata.org/entity/Q18236175,Viktor Baranets,1946,male,Barvinkove,POINT(37.013056 48.906667),http://www.wikidata.org/entity/Q809665
http://www.wikidata.org/entity/Q18291610,Charles Lewis Gruneisen,1806,male,Bloomsbury,POINT(-0.125000 51.523056),http://www.wikidata.org/entity/Q150120
http://www.wikidata.org/entity/Q18323289,Janez Stanonik,1922,male,Slovenj Gradec,POINT(15.079044 46.509345),http://www.wikidata.org/entity/Q15918
http://www.wikidata.org/entity/Q18385268,Arthur Radclyffe Dugmore,1870,male,Wales,POINT(-3.633333 52.350000),http://www.wikidata.org/entity/Q25
http://www.wikidata.org/entity/Q18405199,Aleksandr Khamadan,1908,male,Derbent,POINT(48.288889 42.057778),http://www.wikidata.org/entity/Q131416
http://www.wikidata.org/entity/Q18419140,Marco Lupis,1960,male,Rome,POINT(12.482778 41.893056),http://www.wikidata.org/entity/Q220
http://www.wikidata.org/entity/Q18491533,Sergei Loiko,1953,male,Mikkeli,POINT(27.273611 61.687500),http://www.wikidata.org/entity/Q190583
http://www.wikidata.org/entity/Q18526918,Frank Vizetelly,1830,male,London,POINT(-0.127500 51.507222),http://www.wikidata.org/entity/Q84
http://www.wikidata.org/entity/Q18540206,Florin Ghioca,1978,male,Bucharest,POINT(26.097778 44.413361),http://www.wikidata.org/entity/Q19660
http://www.wikidata.org/entity/Q18608721,Karmen Švegl,1979,female,Ormož,POINT(16.150534 46.407126),http://www.wikidata.org/entity/Q1944509
http://www.wikidata.org/entity/Q18637379,William Gagan,1981,male,Dallas,POINT(-96.808889 32.779167),http://www.wikidata.org/entity/Q16557
http://www.wikidata.org/entity/Q187850,Mathew Benjamin Brady,1822,male,Warren County,POINT(-73.840000 43.560000),http://www.wikidata.org/entity/Q56151
http://www.wikidata.org/entity/Q18819927,Peter van Agtmael,1981,male,"Washington, D.C.",POINT(-77.036667 38.895000),http://www.wikidata.org/entity/Q61
http://www.wikidata.org/entity/Q18911407,Hawthorne Daniel,1890,male,Norfolk,POINT(-97.417000 42.028333),http://www.wikidata.org/entity/Q959951
http://www.wikidata.org/entity/Q18934250,Kostia Vlastos,1883,male,Paris,POINT(2.352222 48.856667),http://www.wikidata.org/entity/Q90
http://www.wikidata.org/entity/Q19205061,Georgi Milkov,1973,male,Vidin,POINT(22.874058 43.988690),http://www.wikidata.org/entity/Q178531
http://www.wikidata.org/entity/Q19240850,Hélène Leune,1890,female,Constantinople,POINT(28.976018 41.012240),http://www.wikidata.org/entity/Q16869
http://www.wikidata.org/entity/Q19321666,Erich Andres,1905,male,Leipzig,POINT(12.374733 51.340632),http://www.wikidata.org/entity/Q2079
http://www.wikidata.org/entity/Q19361622,Dušan Moravec,1920,male,Ljubljana,POINT(14.506111 46.051389),http://www.wikidata.org/entity/Q437
http://www.wikidata.org/entity/Q19369165,Sergey Nikolaev,1972,male,Kyiv,POINT(30.523611 50.450000),http://www.wikidata.org/entity/Q1899
http://www.wikidata.org/entity/Q1950313,Bas Veth,1861,male,Arnhem,POINT(5.916667 51.983333),http://www.wikidata.org/entity/Q1310
http://www.wikidata.org/entity/Q1963261,Semyon Gudzenko,1922,male,Kyiv,POINT(30.523611 50.450000),http://www.wikidata.org/entity/Q1899
http://www.wikidata.org/entity/Q1964719,Dmitry Baltermants,1912,male,Warsaw,POINT(21.011111 52.230000),http://www.wikidata.org/entity/Q270
http://www.wikidata.org/entity/Q19667139,Hajooj Kuka,1976,male,Sudan,POINT(32.000000 15.000000),http://www.wikidata.org/entity/Q1049
http://www.wikidata.org/entity/Q19692677,Osip Yevseyevich Chorny,1899,male,Minsk,POINT(27.561837 53.902246),http://www.wikidata.org/entity/Q2280
http://www.wikidata.org/entity/Q1976958,Nikolay Karazin,1842,male,Kharkov Governorate,POINT(36.229167 50.000000),http://www.wikidata.org/entity/Q2363136
http://www.wikidata.org/entity/Q1977210,Vasily Nemirovich-Danchenko,1845,male,Tbilisi,POINT(44.792500 41.722500),http://www.wikidata.org/entity/Q994
http://www.wikidata.org/entity/Q1977444,John Hoagland,1947,male,San Diego,POINT(-117.162500 32.715000),http://www.wikidata.org/entity/Q16552
http://www.wikidata.org/entity/Q19802861,Elsie Reasoner Ralph,1878,female,Osborne,POINT(-98.697200 39.440600),http://www.wikidata.org/entity/Q2774002
http://www.wikidata.org/entity/Q19832950,Basil Gotto,1866,male,London,POINT(-0.127500 51.507222),http://www.wikidata.org/entity/Q84
http://www.wikidata.org/entity/Q19867595,Dmitry Chebotayev,1978,male,Moscow,POINT(37.617500 55.750556),http://www.wikidata.org/entity/Q649
http://www.wikidata.org/entity/Q20035913,George G. Rockwood,1832,male,Troy,POINT(-73.692500 42.731667),http://www.wikidata.org/entity/Q600301
http://www.wikidata.org/entity/Q20127454,Alain Lallemand,1962,male,Liège,POINT(5.570556 50.639722),http://www.wikidata.org/entity/Q3992
http://www.wikidata.org/entity/Q201589,Queen Letizia of Spain,1972,female,Oviedo,POINT(-5.850278 43.362500),http://www.wikidata.org/entity/Q14317
http://www.wikidata.org/entity/Q202537,Arkady Gaidar,1904,male,Lgov,POINT(35.266667 51.666667),http://www.wikidata.org/entity/Q157790
http://www.wikidata.org/entity/Q20724971,Katrin Eigendorf,1962,female,Tönisvorst,POINT(6.493056 51.320833),http://www.wikidata.org/entity/Q163570
http://www.wikidata.org/entity/Q20749150,Alma Braathen,1906,female,Ревсунд,POINT(15.125361 62.899500),http://www.wikidata.org/entity/Q10651576
http://www.wikidata.org/entity/Q20752233,Johannes Heinrich Braach,1887,male,Trier,POINT(6.639350 49.755650),http://www.wikidata.org/entity/Q3138
http://www.wikidata.org/entity/Q20810566,John Burke,1843,male,Ireland,POINT(-7.921000 53.351000),http://www.wikidata.org/entity/Q22890
http://www.wikidata.org/entity/Q208116,Sergey Mikhalkov,1913,male,Moscow,POINT(37.617500 55.750556),http://www.wikidata.org/entity/Q649
http://www.wikidata.org/entity/Q20859063,François Hauter,1951,male,Mulhouse,POINT(7.339167 47.748611),http://www.wikidata.org/entity/Q79815
http://www.wikidata.org/entity/Q20864129,Panos Haritos,1969,male,Athens,POINT(23.728056 37.984167),http://www.wikidata.org/entity/Q1524
http://www.wikidata.org/entity/Q20879819,Zaina Erhaim,1985,female,Idlib,POINT(36.633333 35.933333),http://www.wikidata.org/entity/Q504657
http://www.wikidata.org/entity/Q2095810,William Simpson,1823,male,Glasgow,POINT(-4.250000 55.861111),http://www.wikidata.org/entity/Q4093
http://www.wikidata.org/entity/Q21029733,Alfred Detig,1896,male,Frankfurt,POINT(8.682222 50.110556),http://www.wikidata.org/entity/Q1794
http://www.wikidata.org/entity/Q21069702,Ollie Stewart,1906,male,Gibsland,POINT(-93.059400 32.542800),http://www.wikidata.org/entity/Q2920752
http://www.wikidata.org/entity/Q21074333,Elisabetta Piqué,1965,female,Florence,POINT(11.254167 43.771389),http://www.wikidata.org/entity/Q2044
http://www.wikidata.org/entity/Q21079155,John McCosh,1805,male,Kirkmichael,POINT(-4.614670 55.346100),http://www.wikidata.org/entity/Q3776817
http://www.wikidata.org/entity/Q21140987,Christophe Boltanski,1962,male,Paris,POINT(2.352222 48.856667),http://www.wikidata.org/entity/Q90
http://www.wikidata.org/entity/Q2118968,Alexander Bek,1903,male,Saratov,POINT(46.035000 51.530000),http://www.wikidata.org/entity/Q5332
http://www.wikidata.org/entity/Q2119208,Charles d'Ydewalle,1901,male,Ghent,POINT(3.725278 51.053611),http://www.wikidata.org/entity/Q1296
http://www.wikidata.org/entity/Q21289424,Lucien Adolphe Labaudt,1880,male,"17th arrondissement of Paris",POINT(2.307839 48.882244),http://www.wikidata.org/entity/Q197297
http://www.wikidata.org/entity/Q21289743,Richard Wyndham,1896,male,Canterbury,POINT(1.080000 51.280000),http://www.wikidata.org/entity/Q1094104
http://www.wikidata.org/entity/Q213957,Bernard B. Fall,1926,male,Vienna,POINT(16.372500 48.208333),http://www.wikidata.org/entity/Q1741
http://www.wikidata.org/entity/Q214110,David Rubinger,1924,male,Vienna,POINT(16.372500 48.208333),http://www.wikidata.org/entity/Q1741
http://www.wikidata.org/entity/Q21421315,Peter Vilhelm Grove,1832,male,Præstø,POINT(12.050000 55.116667),http://www.wikidata.org/entity/Q1563543
http://www.wikidata.org/entity/Q21498088,Kurt Pelda,1965,male,Basel,POINT(7.590555 47.560556),http://www.wikidata.org/entity/Q78
http://www.wikidata.org/entity/Q21531390,Francisco Goñi,1873,male,Madrid,POINT(-3.703333 40.416944),http://www.wikidata.org/entity/Q2807
http://www.wikidata.org/entity/Q21534370,Matyáš Zrno,1979,male,Prague,POINT(14.421389 50.087500),http://www.wikidata.org/entity/Q1085
http://www.wikidata.org/entity/Q21535477,Alice Mabel Jackson,1887,female,Ulmarra,POINT(153.034445 -29.631667),http://www.wikidata.org/entity/Q1405461
http://www.wikidata.org/entity/Q21535536,John Joseph Thompson,1907,male,Kew,POINT(145.035833 -37.805278),http://www.wikidata.org/entity/Q72216
http://www.wikidata.org/entity/Q21536882,Noel Darwin Adams,1906,male,Waratah,POINT(145.517000 -41.433300),http://www.wikidata.org/entity/Q7968807
http://www.wikidata.org/entity/Q2153910,Lodewijk Grondijs,1878,male,Pamekasan,POINT(113.500000 -7.066667),http://www.wikidata.org/entity/Q11112
http://www.wikidata.org/entity/Q21584916,Henry Armytage Sanders,1886,male,Leytonstone,POINT(0.010000 51.569000),http://www.wikidata.org/entity/Q1368969
http://www.wikidata.org/entity/Q22004182,Ed Feingersh,1925,male,Brooklyn,POINT(-73.949722 40.650833),http://www.wikidata.org/entity/Q18419
http://www.wikidata.org/entity/Q22046388,Vladimir Snegirev,1947,male,Kolpashevo,POINT(82.916667 58.316667),http://www.wikidata.org/entity/Q154725
http://www.wikidata.org/entity/Q22078069,Michael Stokes,1963,male,Berkeley,POINT(-122.268056 37.870278),http://www.wikidata.org/entity/Q484678
http://www.wikidata.org/entity/Q22683759,Claude Guibal,1973,female,Montpellier,POINT(3.877231 43.610919),http://www.wikidata.org/entity/Q6441
