person_uri,labelPer,birthYear,gender,labelPlace,geometry,REGION,NAME_ENGL,coded_country,periodsActivity,pk_person_features,occupation_main,occupation_sec1,coded_employer,occupation_sec1_grouped
http://www.wikidata.org/entity/Q8048898,Yannis Behrakis,1960,male,Athens,POINT (23.728056 37.984167),Southern Europe,Greece,Western Europe,1971-1995,1036,war-photographer,other,enterprise,journalism_core
http://www.wikidata.org/entity/Q3751279,Franco Di Mare,1955,male,Naples,POINT (14.248611 40.835833),Southern Europe,Italy,Western Europe,1971-1995,647,war-correspondent,other,enterprise,journalism_core
http://www.wikidata.org/entity/Q123352,Christoph Reuter,1968,male,Sande,POINT (8.013889 53.502222),Western Europe,Germany,Germany,1996-2020,197,war-correspondent,other,other,journalism_core
http://www.wikidata.org/entity/Q66041141,Susanne Glass,1970,female,Schwäbisch Gmünd,POINT (9.8 48.8),Western Europe,Germany,Germany,1996-2020,926,war-correspondent,other,other,journalism_core
http://www.wikidata.org/entity/Q20864129,Panos Haritos,1969,male,Athens,POINT (23.728056 37.984167),Southern Europe,Greece,Western Europe,1996-2020,451,war-correspondent,other,enterprise,journalism_core
http://www.wikidata.org/entity/Q117220565,Hamid Pourjabbar,1961,male,Tehran,POINT (51.389722 35.688889),Southern Asia,Iran,Middle East,1971-1995,160,war-photographer,other,agency,visual_media
http://www.wikidata.org/entity/Q123110455,Roser Oliver Olivella,1965,female,Sant Sadurní d'Anoia,POINT (1.785 41.426111),Southern Europe,Spain,Spain,1971-1995,195,war-correspondent,other,enterprise,journalism_core
http://www.wikidata.org/entity/Q11715707,Jacek Łęski,1965,male,Łódź,POINT (19.466667 51.75),Eastern Europe,Poland,Poland,1971-1995,158,war-correspondent,other,newspaper,journalism_core
http://www.wikidata.org/entity/Q377314,Mika Yamamoto,1967,female,Tsuru,POINT (138.905444 35.551528),Eastern Asia,Japan,Asia-Pacific,1996-2020,649,war-photographer,other,other,journalism_core
http://www.wikidata.org/entity/Q5181586,Craig Whitlock,1968,male,Ithaca,POINT (-76.5 42.443333),Northern America,United States,United States Can.,1996-2020,799,war-correspondent,other,newspaper,journalism_core
http://www.wikidata.org/entity/Q108429845,Anthony Loyd,1966,male,Churt,POINT (-0.777478 51.135986),Northern Europe,United Kingdom,United Kingdom,1996-2020,44,war-correspondent,other,newspaper,journalism_core
http://www.wikidata.org/entity/Q108561804,Ahmad Muwaffaq Zaydan,1963,male,Taftanaz,POINT (36.784722 35.998056),Western Asia,Syria,Middle East,1971-1995,46,war-correspondent,other,newspaper,journalism_core
http://www.wikidata.org/entity/Q5289531,Saeed Chmagh,1967,male,Iraq,POINT (43 33),Western Asia,Iraq,Middle East,1996-2020,812,war-correspondent,other,enterprise,journalism_core
http://www.wikidata.org/entity/Q959600,Anne Nivat,1969,female,Poisy,POINT (6.063056 45.922222),Western Europe,France,France,1996-2020,1098,war-correspondent,other,newspaper,journalism_core
http://www.wikidata.org/entity/Q4503108,Andriy Tsaplienko,1968,male,Kharkiv,POINT (36.231111 49.9925),Eastern Europe,Ukraine,Ukraine,1996-2020,723,war-correspondent,other,television,journalism_core
http://www.wikidata.org/entity/Q4280007,Arkady Mamontov,1962,male,Novosibirsk,POINT (82.916667 55.033333),Asiatic Russia,Russian Federation,Russian Fed. Belarus,1971-1995,692,war-correspondent,other,enterprise,journalism_core
http://www.wikidata.org/entity/Q3296318,Maryse Burgot,1964,female,Combourg,POINT (-1.751667 48.408611),Western Europe,France,France,1971-1995,606,war-correspondent,other,television,journalism_core
http://www.wikidata.org/entity/Q21074333,Elisabetta Piqué,1965,female,Florence,POINT (11.254167 43.771389),Southern Europe,Italy,Western Europe,1971-1995,456,war-correspondent,other,newspaper,journalism_core
http://www.wikidata.org/entity/Q21140987,Christophe Boltanski,1962,male,Paris,POINT (2.352222 48.856667),Western Europe,France,France,1971-1995,460,war-correspondent,other,newspaper,journalism_core
http://www.wikidata.org/entity/Q922552,Andrei Babitsky,1964,male,Moscow,POINT (37.6175 55.750556),European Russia,Russian Federation,Russian Fed. Belarus,1971-1995,1075,war-correspondent,other,agency,journalism_core
http://www.wikidata.org/entity/Q6173656,Angela Rodicio,1963,female,"San Cristovo de Regodeigón, Ribadavia",POINT (-8.132597 42.311564),Southern Europe,Spain,Spain,1971-1995,902,war-correspondent,other,newspaper,journalism_core
http://www.wikidata.org/entity/Q6112214,Rosa María Molló,1963,female,Lleida,POINT (0.633333 41.616667),Southern Europe,Spain,Spain,1971-1995,892,war-correspondent,other,enterprise,journalism_core
http://www.wikidata.org/entity/Q2825193,Adrien Jaulmes,1970,male,Albertville,POINT (6.3925 45.675833),Western Europe,France,France,1996-2020,532,war-correspondent,other,newspaper,journalism_core
http://www.wikidata.org/entity/Q2889554,José Couso Permuy,1965,male,Ferrol,POINT (-8.232778 43.484444),Southern Europe,Spain,Spain,1971-1995,542,war-photographer,other,television,visual_media
http://www.wikidata.org/entity/Q109326653,Lola Bañon,1964,female,Benetússer,POINT (-0.397239 39.422656),Southern Europe,Spain,Spain,1971-1995,51,war-correspondent,other,television,journalism_core
http://www.wikidata.org/entity/Q3116258,Greg Marinovich,1962,male,Springs,POINT (28.442778 -26.254722),Southern Africa,South Africa,Global South,1971-1995,567,war-photographer,other,other,journalism_core
http://www.wikidata.org/entity/Q573995,Anthony Shadid,1968,male,Oklahoma City,POINT (-97.535278 35.482222),Northern America,United States,United States Can.,1996-2020,863,war-correspondent,other,enterprise,journalism_core
http://www.wikidata.org/entity/Q85870330,Witold Repetowicz,1975,male,Katowice,POINT (19 50.25),Eastern Europe,Poland,Poland,1996-2020,1054,war-correspondent,other,enterprise,journalism_core
http://www.wikidata.org/entity/Q111288494,Óscar Mijallo,1972,male,Arenas de San Pedro,POINT (-5.091111 40.208889),Southern Europe,Spain,Spain,1996-2020,65,war-correspondent,other,enterprise,journalism_core
http://www.wikidata.org/entity/Q115037452,András Földes,1971,male,Budapest,POINT (19.040833 47.498333),Eastern Europe,Hungary,Central/Eastern Europe,1996-2020,140,war-correspondent,other,newspaper,journalism_core
http://www.wikidata.org/entity/Q131324277,Максим Фадеев,1972,male,Donetsk,POINT (37.802778 48.015833),Eastern Europe,Ukraine,Ukraine,1996-2020,256,war-correspondent,other,other,visual_media
http://www.wikidata.org/entity/Q18021514,Julian Reichelt,1980,male,Hamburg,POINT (10 53.55),Western Europe,Germany,Germany,1996-2020,400,war-correspondent,other,other,journalism_core
http://www.wikidata.org/entity/Q18540206,Florin Ghioca,1978,male,Bucharest,POINT (26.097778 44.413361),Eastern Europe,Romania,Central/Eastern Europe,1996-2020,413,war-correspondent,other,newspaper,journalism_core
http://www.wikidata.org/entity/Q671985,Arkady Babchenko,1977,male,Moscow,POINT (37.6175 55.750556),European Russia,Russian Federation,Russian Fed. Belarus,1996-2020,931,war-correspondent,other,newspaper,journalism_core
http://www.wikidata.org/entity/Q6540496,Nir Dvori,1972,male,Eilon,POINT (35.2205 33.0636),Western Asia,Israel,Middle East,1996-2020,923,war-correspondent,other,enterprise,journalism_core
http://www.wikidata.org/entity/Q201589,Queen Letizia of Spain,1972,female,Oviedo,POINT (-5.850278 43.3625),Southern Europe,Spain,Spain,1996-2020,442,war-correspondent,other,newspaper,journalism_core
http://www.wikidata.org/entity/Q22683759,Claude Guibal,1973,female,Montpellier,POINT (3.877231 43.610919),Western Europe,France,France,1996-2020,481,war-correspondent,other,newspaper,journalism_core
http://www.wikidata.org/entity/Q7384540,Ryan Spencer Reed,1979,male,Ludington,POINT (-86.4525 43.955278),Northern America,United States,United States Can.,1996-2020,986,war-photographer,other,other,journalism_core
http://www.wikidata.org/entity/Q7154771,Paula Slier,1973,female,Johannesburg,POINT (28.041639 -26.204361),Southern Africa,South Africa,Global South,1996-2020,963,war-correspondent,other,television,journalism_core
